Record Date,Country - Currency Description,Exchange Rate,Effective Date
12/31/02,Mauritania-First Ouguiya,276.96,12/31/02
12/31/02,Burkina Faso-CFA Franc,628.89,12/31/02
12/31/02,Bangladesh-Taka,58,12/31/02
12/31/02,Mauritius-Rupee,28.95,12/31/02
12/31/02,Mexico-Peso,10.46,12/31/02
12/31/02,Afghanistan-Afghani,39000,12/31/02
12/31/02,Egypt-Pound,4.615,12/31/02
12/31/02,Albania-Lek,132.88,12/31/02
12/31/02,Burma-Kyat,450,12/31/02
12/31/02,Algeria-Dinar,81.045,12/31/02
12/31/02,Burundi-Franc,1050.75,12/31/02
12/31/02,El Salvador-Colon,1,12/31/02
12/31/02,Chile-Peso,720,12/31/02
12/31/02,Iceland-Krona,80.88,12/31/02
12/31/02,Italy-Euro,0.955,12/31/02
12/31/02,Spain-Euro,0.955,12/31/02
12/31/02,Yemen-Rial,179,12/31/02
9/30/02,Afghanistan-Afghani,38600,9/30/02
9/30/02,Albania-Lek,139.4,9/30/02
9/30/02,Algeria-Dinar,79.969,9/30/02
9/30/02,Angola-Kwanza,46.178,9/30/02
9/30/02,Antigua & Barbuda-E. Caribbean Dollar,2.7,9/30/02
9/30/02,Argentina-Peso,3.62,9/30/02
9/30/02,Armenia-Dram,560,9/30/02
9/30/02,Australia-Dollar,1.816,9/30/02
9/30/02,Austria-Euro,1.02,9/30/02
9/30/02,Azerbaidjan-Second Manat,4900,9/30/02
9/30/02,Bahamas-Dollar,1,9/30/02
9/30/02,Bahrain-Dinar,0.377,9/30/02
9/30/02,Bangladesh-Taka,58,9/30/02
9/30/02,Barbados-Dollar,2.02,9/30/02
9/30/02,Belarus-Ruble,1843,9/30/02
9/30/02,Belgium-Euro,1.02,9/30/02
9/30/02,Belize-Dollar,2.2,9/30/02
9/30/02,Benin-CFA Franc,668.64,9/30/02
9/30/02,Bermuda-Dollar,1,9/30/02
9/30/02,Bolivia-Boliviano,7.294,9/30/02
9/30/02,Bosnia-Marka,1.982,9/30/02
9/30/02,Botswana-Pula,6.23,9/30/02
9/30/02,Brunei-Dollar,1.748,9/30/02
9/30/02,Bulgaria-Lev New,1.988,9/30/02
9/30/02,Burkina Faso-CFA Franc,668.64,9/30/02
9/30/02,Burma-Kyat,450,9/30/02
9/30/02,Burundi-Franc,1050.229,9/30/02
9/30/02,Cambodia-Riel,3910,9/30/02
9/30/02,Cameroon-CFA Franc,668.64,9/30/02
9/30/02,Canada-Dollar,1.558,9/30/02
9/30/02,Cape Verde-Escudo,113.703,9/30/02
9/30/02,Central African Rep.-CFA Franc,668.64,9/30/02
9/30/02,Chad-CFA Franc,668.64,9/30/02
9/30/02,Chile-Peso,709.7,9/30/02
9/30/02,China-Renminbi,8.265,9/30/02
9/30/02,Colombia-Peso,2704,9/30/02
9/30/02,Comoros-Franc,557.152,9/30/02
9/30/02,Congo-CFA Franc,668.64,9/30/02
9/30/02,Costa Rica-Colon,365.54,9/30/02
9/30/02,Cote D'ivoire-CFA Franc,668.64,9/30/02
9/30/02,Croatia-KUNA,7.44,9/30/02
9/30/02,Cyprus-Pound,0.584,9/30/02
9/30/02,Czech. Republic-Koruna,30.358,9/30/02
9/30/02,Dem. Rep. of Congo-Franc,340,9/30/02
9/30/02,Djibouti-Franc,176.95,9/30/02
9/30/02,Dominican Republic-Peso,17.9,9/30/02
9/30/02,Equatorial Guinea-CFA Franc,668.64,9/30/02
9/30/02,Eritrea-Nakfa,13.65,9/30/02
9/30/02,Estonia-Kroon,15.957,9/30/02
9/30/02,Ethiopia-Birr,8.57,9/30/02
9/30/02,Euro Zone-Euro,1.02,9/30/02
9/30/02,Fiji-Dollar,2.124,9/30/02
9/30/02,Finland-Euro,1.02,9/30/02
9/30/02,France-Euro,1.02,9/30/02
9/30/02,Gabon-CFA Franc,668.64,9/30/02
9/30/02,Gambia-Dalasi,21,9/30/02
9/30/02,Georgia-Lari,2.195,9/30/02
9/30/02,Germany-Euro,1.02,9/30/02
9/30/02,Ghana-Second Cedi,7975,9/30/02
9/30/02,Greece-Euro,1.02,9/30/02
9/30/02,Grenada-E.Caribbean Dollar,2.7,9/30/02
9/30/02,Guatemala-Quetzal,7.79,9/30/02
9/30/02,Guinea Bissau-CFA Franc,668.64,9/30/02
9/30/02,Guyana-Dollar,188,9/30/02
9/30/02,Haiti-Gourde,28,9/30/02
9/30/02,Honduras-Lempira,16.52,9/30/02
9/30/02,Hong Kong-Dollar,7.8,9/30/02
9/30/02,Hungary-Forint,249.75,9/30/02
9/30/02,Iceland-Krona,88.18,9/30/02
9/30/02,India-Rupee,48.38,9/30/02
9/30/02,Indonesia-Rupiah,8870,9/30/02
9/30/02,Ireland-Euro,1.02,9/30/02
9/30/02,Israel-Shekel,4.658,9/30/02
9/30/02,Italy-Euro,1.02,9/30/02
9/30/02,Jamaica-Dollar,48.7,9/30/02
9/30/02,Japan-Yen,118.67,9/30/02
9/30/02,Jordan-Dinar,0.7,9/30/02
9/30/02,Kazakhstan-Tenge,154.6,9/30/02
9/30/02,Kenya-Shilling,78.75,9/30/02
9/30/02,Korea-Won,1191.9,9/30/02
9/30/02,Kuwait-Dinar,0.302,9/30/02
9/30/02,Kyrgyzstan-Som,46.2,9/30/02
9/30/02,Latvia-LATS,0.601,9/30/02
9/30/02,Lebanon-Pound,1512,9/30/02
9/30/02,Lesotho-Maloti,10.508,9/30/02
9/30/02,Liberia-Dollar,49,9/30/02
9/30/02,Lithuanian-Lita,3.621,9/30/02
9/30/02,Luxembourg-Euro,1.02,9/30/02
9/30/02,Madagascar-Franc,6630,9/30/02
9/30/02,Malawi-Kwacha,80.71,9/30/02
9/30/02,Malaysia-Ringgit,3.8,9/30/02
9/30/02,Mali-CFA Franc,668.64,9/30/02
9/30/02,Maltese-LIRA,0.422,9/30/02
9/30/02,Marshall Islands-U.S. Dollar,1,9/30/02
9/30/02,Mauritania-First Ouguiya,276.96,9/30/02
9/30/02,Mauritius-Rupee,29.35,9/30/02
9/30/02,Mexico-Peso,9.92,9/30/02
9/30/02,Micronesia-U.S. Dollar,1,9/30/02
9/30/02,Moldova-LEU,13.68,9/30/02
9/30/02,Mongolia-Tugrik,1116,9/30/02
9/30/02,Morocco-Dirham,10.617,9/30/02
9/30/02,Mozambique-Meticais,23680,9/30/02
9/30/02,Nambia-Dollar,10.508,9/30/02
9/30/02,Nepal-Rupee,78.05,9/30/02
9/30/02,Netherland-Euro,1.02,9/30/02
9/30/02,Netherlands Antilles-Guilder,1.78,9/30/02
9/30/02,New Zealand-Dollar,2.136,9/30/02
9/30/02,Nicaragua-Cordoba,14.35,9/30/02
9/30/02,Niger-CFA Franc,668.64,9/30/02
9/30/02,Nigeria-Naira,127,9/30/02
9/30/02,Norway-Krone,7.541,9/30/02
9/30/02,Oman-Rial,0.385,9/30/02
9/30/02,Pakistan-Rupee,58,9/30/02
9/30/02,Panama-Balboa,1,9/30/02
9/30/02,Papua New Guinea-Kina,3.937,9/30/02
9/30/02,Paraguay-Guarani,6180,9/30/02
9/30/02,Peru-Sol,3.62,9/30/02
9/30/02,Philippines-Peso,51.77,9/30/02
9/30/02,Poland-Zloty,4.128,9/30/02
9/30/02,Portugal-Euro,1.02,9/30/02
9/30/02,Qatar-Riyal,3.64,9/30/02
9/30/02,Rep. of N Macedonia-Dinar,63.35,9/30/02
9/30/02,Republic of Palau-Dollar,1,9/30/02
9/30/02,Romania-Third Leu,33200,9/30/02
9/30/02,Russia-Ruble,31.602,9/30/02
9/30/02,Rwanda-Franc,482.75,9/30/02
9/30/02,Sao Tome & Principe-Dobras,9120.8193,9/30/02
9/30/02,Saudi Arabia-Riyal,3.75,9/30/02
9/30/02,Senegal-CFA Franc,668.64,9/30/02
9/30/02,Serbia-Dinar,66.796,9/30/02
9/30/02,Seychelles-Rupee,5.618,9/30/02
9/30/02,Sierra Leone-Leone,2120,9/30/02
9/30/02,Singapore-Dollar,1.75,9/30/02
9/30/02,Slovak-Korun,44.18,9/30/02
9/30/02,Slovenia-Tolars,231.95,9/30/02
9/30/02,Solomon Islands-Dollar,5.045,9/30/02
9/30/02,South Africa-Rand,10.508,9/30/02
9/30/02,Spain-Euro,1.02,9/30/02
9/30/02,Sri Lanka-Rupee,96.05,9/30/02
9/30/02,St. Lucia-E. Caribbean Dollar,2.7,9/30/02
9/30/02,Sudan-Dinar,260,9/30/02
9/30/02,Suriname-Guilder,3015,9/30/02
9/30/02,Swaziland-Langeni,10.508,9/30/02
9/30/02,Sweden-Krona,9.397,9/30/02
9/30/02,Switzerland-Franc,1.502,9/30/02
9/30/02,Syria-Pound,46,9/30/02
9/30/02,Taiwan-Dollar,34.14,9/30/02
9/30/02,Tajikistan-Somoni,2.92,9/30/02
9/30/02,Tanzania-Shilling,964,9/30/02
9/30/02,Thailand-Baht,42.22,9/30/02
9/30/02,Togo-CFA Franc,668.64,9/30/02
9/30/02,Tonga-Pa'anga,2.222,9/30/02
9/30/02,Trinidad & Tobago-Dollar,6.05,9/30/02
9/30/02,Tunisia-Dinar,1.384,9/30/02
9/30/02,Turkey-Lira,1620000,9/30/02
9/30/02,Turkmenistan-Manat,5250,9/30/02
9/30/02,Uganda-Shilling,1795,9/30/02
9/30/02,Ukraine-Hryvnia,5.312,9/30/02
9/30/02,United Arab Emirates-Dirham,3.673,9/30/02
9/30/02,United Kingdom-Pound,0.646,9/30/02
9/30/02,Uruguay-Peso,28,9/30/02
9/30/02,Uzbekistan-Som,1050,9/30/02
9/30/02,Vanuatu-Vatu,136.2,9/30/02
9/30/02,Venezuela-Soberano (OLD),1410,9/30/02
9/30/02,Vietnam-Dong,15325,9/30/02
9/30/02,Western Samoa-Tala,3.29,9/30/02
9/30/02,Yemen-Rial,176,9/30/02
9/30/02,Zambia-Kwacha,4450,9/30/02
9/30/02,Zimbabwe-Dollar,680,9/30/02
9/30/02,Brazil-Real,3,9/30/02
9/30/02,Denmark-Krone,7.576,9/30/02
9/30/02,Guinea-Franc,1976,9/30/02
9/30/02,Egypt-Pound,4.58,9/30/02
9/30/02,Laos-Kip,10440,9/30/02
6/30/02,Gambia-Dalasi,19,6/30/02
6/30/02,Afghanistan-Afghani,36807,6/30/02
6/30/02,Albania-Lek,143.8,6/30/02
6/30/02,Algeria-Dinar,80.207,6/30/02
6/30/02,Angola-Kwanza,40.236,6/30/02
6/30/02,Antigua & Barbuda-E. Caribbean Dollar,2.7,6/30/02
6/30/02,Argentina-Peso,3.55,6/30/02
6/30/02,Armenia-Dram,584,6/30/02
6/30/02,Australia-Dollar,1.766,6/30/02
6/30/02,Austria-Euro,1.073,6/30/02
6/30/02,Azerbaidjan-Second Manat,4850,6/30/02
6/30/02,Bahamas-Dollar,1,6/30/02
6/30/02,Bahrain-Dinar,0.377,6/30/02
6/30/02,Bangladesh-Taka,58,6/30/02
6/30/02,Barbados-Dollar,2,6/30/02
6/30/02,Belarus-Ruble,1770,6/30/02
6/30/02,Belgium-Euro,1.073,6/30/02
6/30/02,Belize-Dollar,2.2,6/30/02
6/30/02,Benin-CFA Franc,703.42,6/30/02
6/30/02,Bermuda-Dollar,1,6/30/02
6/30/02,Bolivia-Boliviano,7.082,6/30/02
6/30/02,Bosnia-Marka,2.076,6/30/02
6/30/02,Botswana-Pula,6.01,6/30/02
6/30/02,Brazil-Real,2.519,6/30/02
6/30/02,Brunei-Dollar,1.783,6/30/02
6/30/02,Bulgaria-Lev New,2.094,6/30/02
6/30/02,Burkina Faso-CFA Franc,703.42,6/30/02
6/30/02,Burma-Kyat,450,6/30/02
6/30/02,Burundi-Franc,852.727,6/30/02
6/30/02,Cambodia-Riel,3895,6/30/02
6/30/02,Cameroon-CFA Franc,703.42,6/30/02
6/30/02,Canada-Dollar,1.528,6/30/02
6/30/02,Cape Verde-Escudo,121.296,6/30/02
6/30/02,Central African Rep.-CFA Franc,703.42,6/30/02
6/30/02,Kenya-Shilling,78.28,6/30/02
6/30/02,Korea-Won,1209.3,6/30/02
6/30/02,Kuwait-Dinar,0.304,6/30/02
6/30/02,Kyrgyzstan-Som,48.4,6/30/02
6/30/02,Laos-Kip,9545,6/30/02
6/30/02,Latvia-LATS,0.621,6/30/02
6/30/02,Lebanon-Pound,1513.25,6/30/02
6/30/02,Lesotho-Maloti,9.768,6/30/02
6/30/02,Liberia-Dollar,49,6/30/02
6/30/02,Lithuanian-Lita,3.705,6/30/02
6/30/02,Luxembourg-Euro,1.073,6/30/02
6/30/02,Madagascar-Franc,6960,6/30/02
6/30/02,Malawi-Kwacha,74.81,6/30/02
6/30/02,Malaysia-Ringgit,3.8,6/30/02
6/30/02,Mali-CFA Franc,703.42,6/30/02
6/30/02,Maltese-LIRA,0.44,6/30/02
6/30/02,Marshall Islands-U.S. Dollar,1,6/30/02
6/30/02,Mauritania-First Ouguiya,276.96,6/30/02
6/30/02,Mauritius-Rupee,30,6/30/02
6/30/02,Mexico-Peso,9.62,6/30/02
6/30/02,Micronesia-U.S. Dollar,1,6/30/02
6/30/02,Moldova-LEU,13.56,6/30/02
6/30/02,Mongolia-Tugrik,1103,6/30/02
6/30/02,Morocco-Dirham,11.019,6/30/02
6/30/02,Mozambique-Meticais,23535,6/30/02
6/30/02,Nambia-Dollar,9.768,6/30/02
6/30/02,Nepal-Rupee,78.05,6/30/02
6/30/02,Netherland-Euro,1.073,6/30/02
6/30/02,Netherlands Antilles-Guilder,1.78,6/30/02
6/30/02,New Zealand-Dollar,2.083,6/30/02
6/30/02,Nicaragua-Cordoba,14.17,6/30/02
6/30/02,Niger-CFA Franc,703.42,6/30/02
6/30/02,Nigeria-Naira,114.2,6/30/02
6/30/02,Norway-Krone,8.018,6/30/02
6/30/02,Oman-Rial,0.385,6/30/02
6/30/02,Pakistan-Rupee,58,6/30/02
6/30/02,Chad-CFA Franc,703.42,6/30/02
6/30/02,Chile-Peso,655.65,6/30/02
6/30/02,China-Renminbi,8.265,6/30/02
6/30/02,Colombia-Peso,2318.5,6/30/02
6/30/02,Comoros-Franc,557.152,6/30/02
6/30/02,Congo-CFA Franc,703.42,6/30/02
6/30/02,Costa Rica-Colon,356.24,6/30/02
6/30/02,Cote D'ivoire-CFA Franc,703.42,6/30/02
6/30/02,Croatia-KUNA,7.89,6/30/02
6/30/02,Cyprus-Pound,0.62,6/30/02
6/30/02,Czech. Republic-Koruna,31.818,6/30/02
6/30/02,Dem. Rep. of Congo-Franc,319.6,6/30/02
6/30/02,Denmark-Krone,7.974,6/30/02
6/30/02,Djibouti-Franc,176.95,6/30/02
6/30/02,Dominican Republic-Peso,17.9,6/30/02
6/30/02,Egypt-Pound,4.58,6/30/02
6/30/02,Equatorial Guinea-CFA Franc,703.42,6/30/02
6/30/02,Eritrea-Nakfa,13.55,6/30/02
6/30/02,Estonia-Kroon,16.79,6/30/02
6/30/02,Ethiopia-Birr,8.56,6/30/02
6/30/02,Euro Zone-Euro,1.073,6/30/02
6/30/02,Fiji-Dollar,2.124,6/30/02
6/30/02,Finland-Euro,1.073,6/30/02
6/30/02,Panama-Balboa,1,6/30/02
6/30/02,Papua New Guinea-Kina,3.759,6/30/02
6/30/02,Paraguay-Guarani,5140,6/30/02
6/30/02,Peru-Sol,3.46,6/30/02
6/30/02,France-Euro,1.073,6/30/02
6/30/02,Philippines-Peso,50.1,6/30/02
6/30/02,Poland-Zloty,4.016,6/30/02
6/30/02,Portugal-Euro,1.073,6/30/02
6/30/02,Qatar-Riyal,3.64,6/30/02
6/30/02,Rep. of N Macedonia-Dinar,66,6/30/02
6/30/02,Republic of Palau-Dollar,1,6/30/02
6/30/02,Romania-Third Leu,33500,6/30/02
6/30/02,Russia-Ruble,31.332,6/30/02
6/30/02,Rwanda-Franc,467.27,6/30/02
6/30/02,Sao Tome & Principe-Dobras,8996.4482,6/30/02
6/30/02,Saudi Arabia-Riyal,3.75,6/30/02
6/30/02,Senegal-CFA Franc,703.42,6/30/02
6/30/02,Serbia-Dinar,66.796,6/30/02
6/30/02,Seychelles-Rupee,5.618,6/30/02
6/30/02,Sierra Leone-Leone,2050,6/30/02
6/30/02,Singapore-Dollar,1.788,6/30/02
6/30/02,Slovak-Korun,46.845,6/30/02
6/30/02,Slovenia-Tolars,241.76,6/30/02
6/30/02,Solomon Islands-Dollar,5.045,6/30/02
6/30/02,South Africa-Rand,9.768,6/30/02
6/30/02,Spain-Euro,1.073,6/30/02
6/30/02,Sri Lanka-Rupee,96,6/30/02
6/30/02,St. Lucia-E. Caribbean Dollar,2.7,6/30/02
6/30/02,Sudan-Dinar,260,6/30/02
6/30/02,Suriname-Guilder,2375,6/30/02
6/30/02,Swaziland-Langeni,9.768,6/30/02
6/30/02,Sweden-Krona,9.764,6/30/02
6/30/02,Switzerland-Franc,1.572,6/30/02
6/30/02,Syria-Pound,46,6/30/02
6/30/02,Taiwan-Dollar,33.95,6/30/02
6/30/02,Tajikistan-Somoni,2.82,6/30/02
6/30/02,Tanzania-Shilling,950,6/30/02
6/30/02,Thailand-Baht,42.32,6/30/02
6/30/02,Togo-CFA Franc,703.42,6/30/02
6/30/02,Tonga-Pa'anga,2.138,6/30/02
6/30/02,Yemen-Rial,175,6/30/02
6/30/02,Gabon-CFA Franc,703.42,6/30/02
6/30/02,Georgia-Lari,2.22,6/30/02
6/30/02,Germany-Euro,1.073,6/30/02
6/30/02,Ghana-Second Cedi,7650,6/30/02
6/30/02,Greece-Euro,1.073,6/30/02
6/30/02,Grenada-E.Caribbean Dollar,2.7,6/30/02
6/30/02,Guatemala-Quetzal,7.85,6/30/02
6/30/02,Guinea Bissau-CFA Franc,703.42,6/30/02
6/30/02,Guinea-Franc,1975,6/30/02
6/30/02,Guyana-Dollar,188,6/30/02
6/30/02,Haiti-Gourde,27.15,6/30/02
6/30/02,Honduras-Lempira,16.34,6/30/02
6/30/02,Hong Kong-Dollar,7.8,6/30/02
6/30/02,Hungary-Forint,259.71,6/30/02
6/30/02,Iceland-Krona,91.62,6/30/02
6/30/02,India-Rupee,48.8,6/30/02
6/30/02,Indonesia-Rupiah,8820,6/30/02
6/30/02,Ireland-Euro,1.073,6/30/02
6/30/02,Israel-Shekel,4.917,6/30/02
6/30/02,Italy-Euro,1.073,6/30/02
6/30/02,Jamaica-Dollar,48.15,6/30/02
6/30/02,Japan-Yen,124.32,6/30/02
6/30/02,Jordan-Dinar,0.707,6/30/02
6/30/02,Kazakhstan-Tenge,153.4,6/30/02
6/30/02,Trinidad & Tobago-Dollar,6.11,6/30/02
6/30/02,Tunisia-Dinar,1.437,6/30/02
6/30/02,Turkey-Lira,1436300,6/30/02
6/30/02,Turkmenistan-Manat,5250,6/30/02
6/30/02,Uganda-Shilling,1792,6/30/02
6/30/02,Ukraine-Hryvnia,5.35,6/30/02
6/30/02,United Arab Emirates-Dirham,3.673,6/30/02
6/30/02,United Kingdom-Pound,0.684,6/30/02
6/30/02,Uruguay-Peso,16.6,6/30/02
6/30/02,Uzbekistan-Som,1380,6/30/02
6/30/02,Vanuatu-Vatu,135.85,6/30/02
6/30/02,Venezuela-Soberano (OLD),1116,6/30/02
6/30/02,Vietnam-Dong,15247,6/30/02
6/30/02,Western Samoa-Tala,3.266,6/30/02
6/30/02,Zambia-Kwacha,4275,6/30/02
6/30/02,Zimbabwe-Dollar,470,6/30/02
3/31/02,France-Euro,1.153,3/31/02
3/31/02,Azerbaidjan-Second Manat,4800,3/31/02
3/31/02,Bahamas-Dollar,1,3/31/02
3/31/02,Bahrain-Dinar,0.377,3/31/02
3/31/02,Bangladesh-Taka,58,3/31/02
3/31/02,Barbados-Dollar,2,3/31/02
3/31/02,Belarus-Ruble,1668,3/31/02
3/31/02,Belgium-Euro,1.153,3/31/02
3/31/02,Belgium-Francs,46.507,3/31/02
3/31/02,Belize-Dollar,2,3/31/02
3/31/02,Benin-CFA Franc,756.23,3/31/02
3/31/02,Bermuda-Dollar,1,3/31/02
3/31/02,Bolivia-Boliviano,6.923,3/31/02
3/31/02,Bosnia-Marka,2.255,3/31/02
3/31/02,Botswana-Pula,6.716,3/31/02
3/31/02,Brazil-Real,2.36,3/31/02
3/31/02,Brunei-Dollar,1.832,3/31/02
3/31/02,Bulgaria-Lev New,2.246,3/31/02
3/31/02,Burkina Faso-CFA Franc,756.23,3/31/02
3/31/02,Burma-Kyat,450,3/31/02
3/31/02,Burundi-Franc,853.353,3/31/02
3/31/02,Cambodia-Riel,3895,3/31/02
3/31/02,Cameroon-CFA Franc,756.23,3/31/02
3/31/02,Canada-Dollar,1.604,3/31/02
3/31/02,Cape Verde-Escudo,127.182,3/31/02
3/31/02,Central African Rep.-CFA Franc,756.23,3/31/02
3/31/02,Chad-CFA Franc,756.23,3/31/02
3/31/02,Moldova-LEU,12.862,3/31/02
3/31/02,Mongolia-Tugrik,1104,3/31/02
3/31/02,Morocco-Dirham,11.699,3/31/02
3/31/02,Nambia-Dollar,11.337,3/31/02
3/31/02,Nepal-Rupee,77.35,3/31/02
3/31/02,Netherland-Euro,1.153,3/31/02
3/31/02,Netherlands Antilles-Guilder,1.78,3/31/02
3/31/02,Netherlands-Guilder,2.541,3/31/02
3/31/02,New Zealand-Dollar,2.366,3/31/02
3/31/02,Nicaragua-Cordoba,13.86,3/31/02
3/31/02,Niger-CFA Franc,756.23,3/31/02
3/31/02,Nigeria-Naira,117.3,3/31/02
3/31/02,Norway-Krone,8.902,3/31/02
3/31/02,Pakistan-Rupee,58,3/31/02
3/31/02,Panama-Balboa,1,3/31/02
3/31/02,Papua New Guinea-Kina,3.578,3/31/02
3/31/02,Paraguay-Guarani,4920,3/31/02
3/31/02,Peru-Sol,3.47,3/31/02
3/31/02,Philippines-Peso,51.15,3/31/02
3/31/02,Poland-Zloty,4.223,3/31/02
3/31/02,Portugal-Escudo,231.13,3/31/02
3/31/02,Portugal-Euro,1.153,3/31/02
3/31/02,Qatar-Riyal,3.641,3/31/02
3/31/02,Rep. of N Macedonia-Dinar,68.5,3/31/02
3/31/02,Republic of Palau-Dollar,1,3/31/02
3/31/02,Romania-Third Leu,32566,3/31/02
3/31/02,Russia-Ruble,30.957,3/31/02
3/31/02,Rwanda-Franc,459.74,3/31/02
3/31/02,Sao Tome & Principe-Dobras,9015.2881,3/31/02
3/31/02,Saudi Arabia-Riyal,3.75,3/31/02
3/31/02,Senegal-CFA Franc,756.23,3/31/02
3/31/02,Serbia-Dinar,66.796,3/31/02
3/31/02,Seychelles-Rupee,5.733,3/31/02
3/31/02,Sierra Leone-Leone,2130,3/31/02
3/31/02,Singapore-Dollar,1.831,3/31/02
3/31/02,Slovak-Korun,48.034,3/31/02
3/31/02,Slovenia-Tolars,257.24,3/31/02
3/31/02,Solomon Islands-Dollar,5.045,3/31/02
3/31/02,South Africa-Rand,11.337,3/31/02
3/31/02,Spain-Euro,1.153,3/31/02
3/31/02,Spain-Peseta,191.82,3/31/02
3/31/02,Sri Lanka-Rupee,93.45,3/31/02
3/31/02,St. Lucia-E. Caribbean Dollar,2.7,3/31/02
3/31/02,Sudan-Dinar,260,3/31/02
3/31/02,Suriname-Guilder,2255,3/31/02
3/31/02,Swaziland-Langeni,11.337,3/31/02
3/31/02,Afghanistan-Afghani,35000,3/31/02
3/31/02,Albania-Lek,139.81,3/31/02
3/31/02,Algeria-Dinar,78.319,3/31/02
3/31/02,Angola-Kwanza,34.32,3/31/02
3/31/02,Antigua & Barbuda-E. Caribbean Dollar,2.7,3/31/02
3/31/02,Argentina-Peso,2.08,3/31/02
3/31/02,Armenia-Dram,566,3/31/02
3/31/02,Australia-Dollar,1.935,3/31/02
3/31/02,Austria-Euro,1.153,3/31/02
3/31/02,Austria-Schilling,15.864,3/31/02
3/31/02,Chile-Peso,679.7,3/31/02
3/31/02,Sweden-Krona,10.456,3/31/02
3/31/02,Switzerland-Franc,1.701,3/31/02
3/31/02,Syria-Pound,46,3/31/02
3/31/02,Taiwan-Dollar,35.01,3/31/02
3/31/02,Tajikistan-Somoni,2.7,3/31/02
3/31/02,Tanzania-Shilling,961,3/31/02
3/31/02,Thailand-Baht,43.68,3/31/02
3/31/02,Togo-CFA Franc,756.23,3/31/02
3/31/02,Tonga-Pa'anga,2.19,3/31/02
3/31/02,Trinidad & Tobago-Dollar,6.11,3/31/02
3/31/02,Tunisia-Dinar,1.488,3/31/02
3/31/02,Turkey-Lira,1393000,3/31/02
3/31/02,Turkmenistan-Manat,5250,3/31/02
3/31/02,Uganda-Shilling,1740,3/31/02
3/31/02,Ukraine-Hryvnia,5.28,3/31/02
3/31/02,United Arab Emirates-Dirham,3.673,3/31/02
3/31/02,United Kingdom-Pound,0.707,3/31/02
3/31/02,Uruguay-Peso,14.12,3/31/02
3/31/02,Uzbekistan-Som,960,3/31/02
3/31/02,Vanuatu-Vatu,145.89,3/31/02
3/31/02,Venezuela-Soberano (OLD),1015,3/31/02
3/31/02,Vietnam-Dong,15139,3/31/02
3/31/02,Western Samoa-Tala,3.484,3/31/02
3/31/02,Yemen-Rial,173,3/31/02
3/31/02,Zambia-Kwacha,4300,3/31/02
3/31/02,Zimbabwe-Dollar,330,3/31/02
3/31/02,China-Renminbi,8.265,3/31/02
3/31/02,Colombia-Peso,2303,3/31/02
3/31/02,Comoros-Franc,567.172,3/31/02
3/31/02,Congo-CFA Franc,756.23,3/31/02
3/31/02,Costa Rica-Colon,347.05,3/31/02
3/31/02,Cote D'ivoire-CFA Franc,756.23,3/31/02
3/31/02,Croatia-KUNA,8.569,3/31/02
3/31/02,Cyprus-Pound,0.662,3/31/02
3/31/02,Czech. Republic-Koruna,36.024,3/31/02
3/31/02,Dem. Rep. of Congo-Franc,339,3/31/02
3/31/02,Denmark-Krone,8.569,3/31/02
3/31/02,Djibouti-Franc,176.95,3/31/02
3/31/02,Dominican Republic-Peso,17.5,3/31/02
3/31/02,Ecuador-Sucre,25000,3/31/02
3/31/02,Egypt-Pound,4.62,3/31/02
3/31/02,El Salvador-Colon,8.75,3/31/02
3/31/02,Equatorial Guinea-CFA Franc,756.23,3/31/02
3/31/02,Eritrea-Nakfa,13.55,3/31/02
3/31/02,Estonia-Kroon,18.04,3/31/02
3/31/02,Ethiopia-Birr,8.56,3/31/02
3/31/02,Euro Zone-Euro,1.153,3/31/02
3/31/02,Fiji-Dollar,2.287,3/31/02
3/31/02,Finland-Euro,1.153,3/31/02
3/31/02,Finland-Markka,6.855,3/31/02
3/31/02,France-Franc,7.562,3/31/02
3/31/02,Gabon-CFA Franc,756.23,3/31/02
3/31/02,Gambia-Dalasi,19,3/31/02
3/31/02,Georgia-Lari,2.22,3/31/02
3/31/02,Germany-Euro,1.153,3/31/02
3/31/02,Germany-Mark,2.255,3/31/02
3/31/02,Ghana-Second Cedi,7450,3/31/02
3/31/02,Greece-Drachma,392.84,3/31/02
3/31/02,Jordan-Dinar,0.708,3/31/02
3/31/02,Grenada-E.Caribbean Dollar,2.7,3/31/02
3/31/02,Guatemala-Quetzal,8.007,3/31/02
3/31/02,Guinea Bissau-CFA Franc,756.23,3/31/02
3/31/02,Guinea-Franc,1975,3/31/02
3/31/02,Guyana-Dollar,188,3/31/02
3/31/02,Haiti-Gourde,26.5,3/31/02
3/31/02,Honduras-Lempira,16.06,3/31/02
3/31/02,Hong Kong-Dollar,7.799,3/31/02
3/31/02,Hungary-Forint,282.95,3/31/02
3/31/02,Iceland-Krona,100.47,3/31/02
3/31/02,India-Rupee,48.55,3/31/02
3/31/02,Indonesia-Rupiah,10160,3/31/02
3/31/02,Ireland-Euro,1.153,3/31/02
3/31/02,Ireland-Pound,0.908,3/31/02
3/31/02,Israel-Shekel,4.67,3/31/02
3/31/02,Italy-Euro,1.153,3/31/02
3/31/02,Italy-Lira,2232.27,3/31/02
3/31/02,Jamaica-Dollar,47.3,3/31/02
3/31/02,Japan-Yen,133.84,3/31/02
3/31/02,Kazakhstan-Tenge,152.3,3/31/02
